"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"18/01/2022";"1500";"28,9";"28,9";"27,2";"45,0";"55,0";"44,0";"15,7";"17,3";"15,3";"918,8";"919,5";"918,8";"1,8";"308,0";"5,7";"3084,50";"0,0"
"18/01/2022";"1600";"28,9";"30,4";"28,5";"47,0";"47,0";"41,0";"16,5";"16,9";"14,7";"918,3";"918,9";"918,3";"2,1";"353,0";"7,8";"3422,30";"0,0"
"18/01/2022";"1700";"29,7";"29,7";"27,5";"45,0";"59,0";"45,0";"16,4";"18,8";"15,8";"917,7";"918,3";"917,7";"2,5";"340,0";"7,0";"1949,50";"0,0"
"18/01/2022";"1800";"29,3";"29,9";"28,8";"46,0";"49,0";"38,0";"16,6";"17,2";"13,7";"917,1";"917,7";"917,0";"1,8";"21,0";"6,5";"2094,80";"0,0"
"18/01/2022";"1900";"27,6";"29,3";"27,6";"53,0";"55,0";"45,0";"17,2";"17,9";"15,3";"917,1";"917,1";"916,8";"2,3";"102,0";"5,1";"710,10";"0,0"
"18/01/2022";"2000";"26,3";"27,6";"26,0";"63,0";"64,0";"53,0";"18,7";"19,0";"17,1";"916,7";"917,1";"916,7";"2,6";"137,0";"6,7";"796,50";"0,0"
"18/01/2022";"2100";"25,7";"26,3";"25,4";"61,0";"67,0";"61,0";"17,6";"19,2";"17,5";"916,8";"916,8";"916,6";"2,4";"124,0";"6,5";"647,10";"0,0"
"18/01/2022";"2200";"24,8";"25,7";"24,7";"66,0";"66,0";"61,0";"18,0";"18,0";"17,6";"917,1";"917,2";"916,7";"1,8";"107,0";"5,9";"158,50";"0,0"
"18/01/2022";"2300";"24,0";"24,8";"24,0";"68,0";"68,0";"66,0";"17,8";"18,1";"17,8";"917,8";"917,8";"917,1";"0,2";"111,0";"4,1";"";"0,0"
"19/01/2022";"0000";"23,6";"24,3";"23,6";"71,0";"72,0";"66,0";"18,1";"18,4";"17,5";"918,8";"918,8";"917,8";"0,9";"147,0";"2,5";"";"0,0"
"19/01/2022";"0100";"23,9";"24,0";"23,3";"70,0";"75,0";"70,0";"18,2";"18,8";"18,0";"919,6";"919,6";"918,7";"0,6";"93,0";"2,0";"";"0,0"
"19/01/2022";"0200";"22,4";"23,9";"22,4";"81,0";"81,0";"70,0";"18,9";"19,1";"17,9";"920,5";"920,6";"919,6";"2,9";"268,0";"6,4";"";"0,0"
"19/01/2022";"0300";"21,5";"22,4";"21,5";"79,0";"83,0";"79,0";"17,8";"18,9";"17,8";"920,4";"920,6";"920,3";"3,1";"247,0";"6,9";"";"0,0"
"19/01/2022";"0400";"20,6";"21,5";"20,6";"78,0";"81,0";"77,0";"16,5";"17,8";"16,5";"919,4";"920,4";"919,4";"1,1";"219,0";"6,9";"";"0,0"
"19/01/2022";"0500";"20,0";"20,6";"19,9";"82,0";"83,0";"78,0";"16,9";"17,0";"16,6";"918,6";"919,4";"918,6";"0,8";"141,0";"2,7";"";"0,0"
"19/01/2022";"0600";"20,3";"20,3";"19,9";"80,0";"83,0";"80,0";"16,7";"17,0";"16,5";"918,1";"918,6";"918,1";"0,7";"143,0";"4,2";"";"0,0"
"19/01/2022";"0700";"20,3";"20,4";"20,1";"81,0";"82,0";"80,0";"17,0";"17,0";"16,7";"918,2";"918,2";"918,0";"0,6";"161,0";"3,0";"";"0,0"
"19/01/2022";"0800";"20,9";"21,2";"20,3";"74,0";"81,0";"74,0";"16,2";"17,0";"16,2";"918,2";"918,3";"918,0";"1,8";"105,0";"4,4";"";"0,0"
"19/01/2022";"0900";"20,1";"21,0";"20,1";"82,0";"82,0";"73,0";"16,9";"16,9";"16,0";"918,5";"918,5";"918,0";"2,3";"97,0";"4,9";"";"0,0"
"19/01/2022";"1000";"21,4";"21,4";"20,1";"78,0";"83,0";"78,0";"17,4";"17,6";"16,9";"919,0";"919,0";"918,5";"2,7";"84,0";"7,0";"170,30";"0,0"
"19/01/2022";"1100";"24,3";"24,6";"21,3";"64,0";"78,0";"64,0";"17,1";"17,6";"17,1";"919,4";"919,4";"918,9";"2,7";"89,0";"7,3";"1029,20";"0,0"
"19/01/2022";"1200";"26,2";"26,5";"24,2";"56,0";"65,0";"56,0";"16,9";"18,0";"16,9";"919,9";"919,9";"919,4";"2,7";"69,0";"7,3";"1926,10";"0,0"
"19/01/2022";"1300";"27,3";"27,8";"26,1";"56,0";"59,0";"54,0";"17,8";"18,1";"16,8";"920,2";"920,2";"919,9";"3,1";"72,0";"7,5";"2472,60";"0,0"
"19/01/2022";"1400";"28,9";"29,1";"27,3";"46,0";"56,0";"46,0";"16,1";"18,2";"16,1";"920,2";"920,2";"920,0";"2,6";"17,0";"7,0";"2674,00";"0,0"
"19/01/2022";"1500";"29,5";"30,9";"28,9";"48,0";"49,0";"44,0";"17,3";"18,2";"16,1";"919,9";"920,2";"919,8";"2,7";"350,0";"6,7";"3461,30";"0,0"
"19/01/2022";"1600";"29,1";"30,4";"29,0";"46,0";"48,0";"43,0";"16,3";"17,6";"15,8";"919,0";"919,9";"919,0";"3,6";"24,0";"10,8";"2927,40";"0,0"
"19/01/2022";"1700";"30,3";"30,9";"28,9";"41,0";"47,0";"40,0";"15,8";"17,8";"15,3";"918,0";"919,0";"918,0";"3,2";"16,0";"8,8";"3832,40";"0,0"
"19/01/2022";"1800";"30,4";"31,9";"30,2";"37,0";"45,0";"32,0";"13,9";"17,5";"12,4";"917,9";"918,2";"917,8";"2,1";"347,0";"8,2";"3273,70";"0,0"
"19/01/2022";"1900";"23,3";"31,1";"23,2";"67,0";"69,0";"29,0";"17,0";"17,4";"10,9";"918,8";"919,1";"917,9";"3,9";"220,0";"10,6";"972,80";"0,0"
"19/01/2022";"2000";"21,5";"23,4";"21,3";"74,0";"76,0";"67,0";"16,6";"17,1";"16,4";"918,9";"918,9";"918,5";"2,7";"220,0";"8,9";"346,20";"0,0"
"19/01/2022";"2100";"21,8";"21,8";"21,2";"72,0";"77,0";"72,0";"16,4";"17,0";"16,3";"919,1";"919,5";"918,7";"1,9";"145,0";"5,7";"189,50";"0,0"
"19/01/2022";"2200";"22,3";"22,3";"21,7";"68,0";"72,0";"67,0";"16,0";"16,5";"15,7";"918,5";"919,1";"918,3";"1,3";"173,0";"5,6";"54,70";"0,0"
"19/01/2022";"2300";"21,5";"22,4";"21,5";"71,0";"71,0";"66,0";"16,0";"16,0";"15,5";"918,9";"919,0";"918,4";"2,5";"128,0";"6,7";"";"0,0"
"20/01/2022";"0000";"21,4";"21,5";"20,6";"71,0";"77,0";"71,0";"15,9";"16,5";"15,9";"919,0";"919,0";"918,8";"1,5";"123,0";"6,7";"";"0,0"
"20/01/2022";"0100";"21,4";"22,2";"21,3";"70,0";"71,0";"65,0";"15,6";"15,9";"15,1";"919,7";"919,7";"919,0";"2,6";"97,0";"7,2";"";"0,0"
"20/01/2022";"0200";"21,3";"21,4";"20,6";"73,0";"78,0";"70,0";"16,3";"16,6";"15,7";"919,5";"919,7";"919,4";"3,4";"95,0";"7,8";"";"0,0"
"20/01/2022";"0300";"21,5";"21,7";"21,3";"72,0";"73,0";"70,0";"16,2";"16,3";"15,8";"919,0";"919,6";"919,0";"3,7";"101,0";"9,5";"";"0,0"
"20/01/2022";"0400";"21,3";"21,5";"21,1";"71,0";"74,0";"71,0";"15,9";"16,4";"15,9";"918,6";"919,0";"918,6";"2,4";"95,0";"9,9";"";"0,0"
"20/01/2022";"0500";"21,2";"21,7";"21,2";"71,0";"71,0";"68,0";"15,7";"15,9";"15,6";"918,3";"918,6";"918,3";"0,7";"92,0";"6,5";"";"0,0"
"20/01/2022";"0600";"21,0";"21,3";"21,0";"71,0";"72,0";"70,0";"15,6";"15,8";"15,5";"918,3";"918,5";"918,3";"1,4";"73,0";"3,4";"";"0,0"
"20/01/2022";"0700";"21,1";"21,2";"21,0";"71,0";"72,0";"71,0";"15,7";"15,8";"15,6";"918,1";"918,4";"918,1";"1,1";"93,0";"3,4";"";"0,0"
"20/01/2022";"0800";"21,1";"21,2";"20,9";"72,0";"72,0";"71,0";"15,8";"15,8";"15,7";"917,8";"918,1";"917,8";"1,4";"78,0";"3,3";"";"0,0"
"20/01/2022";"0900";"20,9";"21,1";"20,6";"73,0";"74,0";"71,0";"15,9";"15,9";"15,6";"918,4";"918,4";"917,8";"0,7";"81,0";"3,4";"";"0,0"
"20/01/2022";"1000";"21,4";"21,4";"20,8";"72,0";"73,0";"71,0";"16,1";"16,1";"15,8";"919,0";"919,0";"918,4";"1,1";"93,0";"3,3";"95,00";"0,0"
"20/01/2022";"1100";"23,3";"23,3";"21,4";"66,0";"72,0";"66,0";"16,6";"16,7";"16,1";"919,3";"919,3";"919,0";"2,2";"72,0";"4,7";"486,40";"0,0"
"20/01/2022";"1200";"26,6";"26,6";"23,3";"57,0";"66,0";"56,0";"17,4";"17,4";"16,4";"919,9";"919,9";"919,3";"2,8";"75,0";"5,7";"1947,40";"0,0"
"20/01/2022";"1300";"27,2";"27,6";"26,4";"54,0";"57,0";"52,0";"17,2";"17,5";"16,3";"920,1";"920,1";"919,9";"2,2";"44,0";"6,8";"2083,80";"0,0"
"20/01/2022";"1400";"28,2";"29,1";"26,8";"52,0";"58,0";"49,0";"17,4";"18,7";"16,9";"919,8";"920,1";"919,8";"2,7";"50,0";"7,7";"2985,10";"0,0"
"20/01/2022";"1500";"27,9";"29,1";"27,5";"51,0";"52,0";"46,0";"16,9";"17,4";"15,9";"919,3";"919,9";"919,3";"2,0";"21,0";"7,7";"2365,40";"0,0"
"20/01/2022";"1600";"29,1";"29,9";"27,7";"47,0";"52,0";"45,0";"16,8";"17,6";"16,2";"918,7";"919,4";"918,7";"2,1";"356,0";"6,3";"2937,70";"0,0"
"20/01/2022";"1700";"29,9";"31,1";"29,1";"43,0";"48,0";"37,0";"16,0";"17,4";"14,6";"917,7";"918,7";"917,7";"2,2";"30,0";"6,5";"3635,90";"0,0"
"20/01/2022";"1800";"31,3";"32,0";"29,5";"35,0";"45,0";"33,0";"14,0";"16,3";"13,0";"917,0";"917,8";"917,0";"2,7";"329,0";"5,7";"3291,30";"0,0"
"20/01/2022";"1900";"31,1";"31,8";"30,8";"33,0";"37,0";"31,0";"13,0";"14,7";"12,2";"916,0";"917,1";"916,0";"2,0";"360,0";"5,8";"2853,20";"0,0"
"20/01/2022";"2000";"30,7";"32,0";"30,7";"34,0";"36,0";"32,0";"13,1";"14,4";"12,7";"915,6";"916,0";"915,6";"1,9";"22,0";"5,7";"2275,30";"0,0"
"20/01/2022";"2100";"24,3";"31,1";"24,0";"60,0";"61,0";"33,0";"15,9";"16,5";"12,9";"916,3";"916,7";"915,6";"2,1";"153,0";"10,4";"555,10";"0,0"
"20/01/2022";"2200";"24,1";"25,4";"24,1";"64,0";"64,0";"53,0";"16,8";"16,8";"14,9";"917,0";"917,2";"915,8";"4,8";"111,0";"13,1";"237,60";"0,0"
"20/01/2022";"2300";"24,0";"24,2";"23,3";"55,0";"66,0";"55,0";"14,5";"16,9";"14,3";"916,8";"917,0";"916,7";"1,7";"100,0";"13,1";"";"0,0"
"21/01/2022";"0000";"25,1";"25,3";"23,7";"43,0";"60,0";"42,0";"11,7";"15,5";"11,6";"916,6";"916,8";"916,6";"2,3";"100,0";"5,3";"";"0,0"
"21/01/2022";"0100";"23,0";"25,1";"23,0";"56,0";"56,0";"43,0";"13,7";"13,7";"11,7";"917,5";"917,5";"916,6";"0,7";"154,0";"5,2";"";"0,0"
"21/01/2022";"0200";"23,7";"23,9";"22,9";"50,0";"56,0";"49,0";"12,6";"13,8";"12,4";"917,7";"917,7";"917,4";"0,8";"126,0";"3,5";"";"0,0"
"21/01/2022";"0300";"22,9";"23,8";"22,9";"54,0";"55,0";"49,0";"13,2";"13,4";"12,4";"917,6";"917,8";"917,5";"1,5";"73,0";"3,1";"";"0,0"
"21/01/2022";"0400";"22,0";"22,9";"21,9";"62,0";"62,0";"54,0";"14,3";"14,3";"13,2";"917,0";"917,6";"917,0";"0,2";"140,0";"3,2";"";"0,0"
"21/01/2022";"0500";"22,9";"22,9";"21,6";"60,0";"64,0";"60,0";"14,7";"14,8";"14,2";"916,7";"917,0";"916,7";"0,9";"99,0";"1,9";"";"0,0"
"21/01/2022";"0600";"22,9";"23,0";"22,5";"62,0";"64,0";"60,0";"15,2";"15,5";"14,7";"916,2";"916,7";"916,2";"0,7";"101,0";"2,1";"";"0,0"
"21/01/2022";"0700";"20,5";"23,1";"20,4";"78,0";"78,0";"61,0";"16,4";"17,3";"15,1";"916,4";"916,5";"916,0";"2,1";"6,0";"7,5";"";"0,0"
"21/01/2022";"0800";"20,4";"22,8";"20,2";"79,0";"80,0";"62,0";"16,7";"16,7";"14,5";"916,0";"916,4";"915,9";"0,8";"54,0";"7,5";"";"0,8"
"21/01/2022";"0900";"22,1";"22,1";"20,3";"73,0";"84,0";"73,0";"17,0";"18,1";"16,9";"916,6";"916,6";"916,0";"1,5";"93,0";"2,7";"";"0,0"
"21/01/2022";"1000";"22,6";"22,6";"21,2";"70,0";"78,0";"69,0";"16,8";"17,2";"16,5";"917,3";"917,3";"916,6";"1,3";"106,0";"3,6";"83,60";"0,2"
"21/01/2022";"1100";"25,4";"25,5";"22,6";"62,0";"71,0";"62,0";"17,7";"17,9";"16,7";"917,8";"917,9";"917,3";"1,0";"59,0";"2,6";"877,80";"0,0"
"21/01/2022";"1200";"27,3";"27,7";"25,1";"52,0";"63,0";"50,0";"16,6";"17,6";"16,1";"918,3";"918,3";"917,8";"1,5";"52,0";"3,9";"1853,50";"0,0"
"21/01/2022";"1300";"28,7";"29,0";"27,3";"45,0";"53,0";"43,0";"15,4";"17,3";"14,7";"918,4";"918,5";"918,3";"2,4";"65,0";"5,2";"2647,50";"0,0"
"21/01/2022";"1400";"30,1";"30,1";"28,5";"42,0";"45,0";"39,0";"15,9";"16,3";"14,0";"918,1";"918,5";"918,1";"2,1";"126,0";"4,8";"3435,20";"0,0"
"21/01/2022";"1500";"29,4";"31,0";"29,1";"43,0";"45,0";"37,0";"15,4";"16,3";"14,0";"917,3";"918,1";"917,3";"0,8";"280,0";"5,3";"2379,20";"0,0"
"21/01/2022";"1600";"22,0";"30,2";"22,0";"79,0";"79,0";"39,0";"18,2";"18,3";"14,5";"917,8";"917,9";"917,1";"3,2";"14,0";"7,0";"719,70";"8,6"
"21/01/2022";"1700";"27,5";"27,5";"21,5";"57,0";"84,0";"57,0";"18,3";"19,6";"17,3";"916,7";"917,8";"916,7";"2,3";"280,0";"6,4";"1729,80";"3,8"
"21/01/2022";"1800";"28,8";"29,2";"27,5";"49,0";"61,0";"48,0";"16,9";"19,6";"16,8";"915,9";"916,7";"915,9";"2,3";"267,0";"5,4";"3565,00";"0,0"
"21/01/2022";"1900";"30,3";"30,5";"28,7";"39,0";"52,0";"38,0";"14,9";"17,9";"14,5";"914,7";"915,9";"914,7";"1,2";"224,0";"5,1";"2980,30";"0,0"
"21/01/2022";"2000";"30,5";"31,5";"30,1";"38,0";"42,0";"36,0";"14,7";"16,4";"13,9";"914,2";"914,7";"914,1";"2,0";"243,0";"4,3";"2038,90";"0,0"
"21/01/2022";"2100";"30,6";"31,1";"30,2";"37,0";"40,0";"35,0";"14,3";"15,6";"13,4";"914,0";"914,2";"913,7";"1,4";"199,0";"4,4";"1263,70";"0,0"
"21/01/2022";"2200";"26,7";"30,8";"26,7";"57,0";"57,0";"37,0";"17,5";"17,5";"14,4";"914,5";"914,5";"914,0";"1,7";"167,0";"7,8";"354,60";"0,0"
"21/01/2022";"2300";"25,9";"26,7";"25,6";"57,0";"59,0";"57,0";"16,8";"17,5";"16,6";"915,7";"915,7";"914,5";"1,9";"133,0";"5,8";"";"0,0"
"22/01/2022";"0000";"24,8";"26,0";"24,5";"64,0";"65,0";"57,0";"17,6";"17,6";"16,6";"916,1";"916,1";"915,7";"1,5";"92,0";"6,8";"";"0,0"
"22/01/2022";"0100";"25,0";"25,4";"24,8";"65,0";"65,0";"62,0";"17,9";"18,0";"17,4";"916,0";"916,2";"916,0";"0,5";"320,0";"3,7";"";"0,0"
"22/01/2022";"0200";"23,6";"25,1";"23,6";"69,0";"70,0";"64,0";"17,6";"18,0";"17,6";"916,4";"916,7";"916,0";"2,3";"74,0";"4,6";"";"0,0"
"22/01/2022";"0300";"22,8";"23,7";"22,8";"71,0";"71,0";"66,0";"17,4";"17,6";"16,9";"916,2";"916,5";"916,2";"0,6";"260,0";"4,5";"";"0,0"
"22/01/2022";"0400";"22,6";"22,9";"22,5";"73,0";"73,0";"71,0";"17,5";"17,7";"17,4";"915,9";"916,3";"915,9";"0,0";"276,0";"1,1";"";"0,0"
"22/01/2022";"0500";"22,9";"23,0";"22,3";"74,0";"75,0";"72,0";"18,1";"18,1";"17,4";"915,5";"916,0";"915,5";"0,2";"73,0";"0,8";"";"0,0"
"22/01/2022";"0600";"22,3";"22,9";"22,3";"77,0";"77,0";"74,0";"18,0";"18,2";"17,9";"915,0";"915,5";"915,0";"0,0";"1,0";"0,7";"";"0,0"
"22/01/2022";"0700";"22,5";"22,9";"22,2";"74,0";"78,0";"71,0";"17,6";"18,3";"17,2";"915,0";"915,1";"914,9";"0,1";"62,0";"1,4";"";"0,0"
"22/01/2022";"0800";"22,3";"22,5";"21,8";"76,0";"79,0";"73,0";"17,9";"18,1";"17,3";"915,1";"915,2";"915,0";"0,4";"70,0";"0,9";"";"0,0"
"22/01/2022";"0900";"21,7";"22,4";"21,6";"78,0";"78,0";"75,0";"17,6";"17,9";"17,4";"915,8";"915,8";"915,1";"0,0";"329,0";"1,1";"";"0,0"
"22/01/2022";"1000";"24,1";"25,0";"21,6";"67,0";"79,0";"66,0";"17,5";"18,4";"17,5";"916,7";"916,7";"915,8";"0,1";"18,0";"0,9";"142,90";"0,0"
"22/01/2022";"1100";"26,5";"26,6";"24,1";"60,0";"69,0";"57,0";"18,0";"18,3";"17,2";"917,0";"917,0";"916,7";"1,2";"72,0";"2,9";"855,10";"0,0"
"22/01/2022";"1200";"27,0";"27,2";"25,9";"58,0";"61,0";"57,0";"18,0";"18,4";"17,4";"917,4";"917,5";"917,0";"1,5";"91,0";"4,9";"1323,10";"0,0"
"22/01/2022";"1300";"27,4";"28,3";"26,6";"59,0";"61,0";"53,0";"18,5";"19,4";"17,5";"917,4";"917,6";"917,4";"0,4";"47,0";"3,4";"1200,30";"0,0"
"22/01/2022";"1400";"29,8";"29,9";"27,4";"51,0";"60,0";"45,0";"18,5";"19,3";"16,4";"917,3";"917,5";"917,3";"1,8";"37,0";"4,7";"2551,70";"0,0"
"22/01/2022";"1500";"30,4";"30,6";"29,0";"48,0";"55,0";"46,0";"18,2";"19,6";"17,1";"916,7";"917,3";"916,7";"1,9";"23,0";"6,5";"3004,50";"0,0"
"22/01/2022";"1600";"25,9";"30,4";"25,7";"53,0";"57,0";"48,0";"15,5";"19,4";"14,9";"916,6";"916,8";"916,5";"3,7";"268,0";"7,6";"1486,00";"0,0"
"22/01/2022";"1700";"24,4";"25,9";"22,6";"71,0";"77,0";"53,0";"18,7";"18,9";"14,3";"916,2";"916,6";"916,0";"2,3";"37,0";"12,0";"736,30";"4,4"
"22/01/2022";"1800";"28,1";"29,3";"24,4";"52,0";"71,0";"46,0";"17,2";"19,1";"16,0";"915,2";"916,3";"915,2";"2,1";"337,0";"7,7";"3307,70";"0,0"
"22/01/2022";"1900";"30,7";"30,8";"27,9";"40,0";"52,0";"39,0";"15,6";"17,7";"15,3";"914,6";"915,3";"914,6";"1,9";"308,0";"5,0";"2815,60";"0,0"
"22/01/2022";"2000";"30,3";"31,8";"30,1";"45,0";"48,0";"40,0";"17,2";"18,1";"16,1";"913,8";"914,6";"913,8";"1,1";"32,0";"5,1";"1971,70";"0,0"
"22/01/2022";"2100";"30,5";"30,8";"30,3";"47,0";"47,0";"42,0";"17,8";"17,8";"16,3";"914,0";"914,1";"913,7";"1,6";"144,0";"4,3";"1168,00";"0,0"
"22/01/2022";"2200";"26,6";"30,5";"26,6";"57,0";"57,0";"46,0";"17,4";"18,3";"17,3";"914,9";"914,9";"914,0";"2,7";"111,0";"5,5";"134,20";"0,0"
"22/01/2022";"2300";"25,3";"26,9";"25,3";"65,0";"65,0";"52,0";"18,1";"18,1";"16,0";"915,3";"915,4";"914,8";"2,5";"280,0";"5,6";"";"0,0"
"23/01/2022";"0000";"24,1";"25,3";"24,1";"72,0";"72,0";"62,0";"18,7";"18,7";"16,7";"915,8";"916,1";"915,3";"0,9";"271,0";"5,6";"";"0,0"
"23/01/2022";"0100";"24,5";"24,8";"23,9";"64,0";"74,0";"63,0";"17,3";"19,1";"17,3";"916,0";"916,0";"915,7";"0,7";"63,0";"3,3";"";"0,0"
"23/01/2022";"0200";"24,1";"24,8";"24,1";"63,0";"65,0";"59,0";"16,6";"17,3";"16,3";"916,2";"916,2";"916,0";"0,1";"48,0";"2,9";"";"0,0"
"23/01/2022";"0300";"23,2";"24,7";"23,2";"64,0";"65,0";"56,0";"16,0";"16,9";"15,1";"915,9";"916,4";"915,9";"0,1";"83,0";"3,0";"";"0,0"
"23/01/2022";"0400";"23,9";"24,2";"23,2";"60,0";"64,0";"57,0";"15,5";"16,1";"15,1";"915,1";"915,9";"915,1";"1,7";"79,0";"3,9";"";"0,0"
"23/01/2022";"0500";"23,6";"23,9";"23,6";"64,0";"64,0";"60,0";"16,4";"16,4";"15,6";"914,3";"915,2";"914,3";"1,9";"93,0";"4,7";"";"0,0"
"23/01/2022";"0600";"23,1";"23,6";"23,1";"67,0";"67,0";"64,0";"16,7";"16,7";"16,4";"914,2";"914,3";"914,1";"1,5";"71,0";"3,9";"";"0,0"
"23/01/2022";"0700";"22,8";"23,1";"22,7";"70,0";"70,0";"67,0";"17,0";"17,0";"16,7";"914,3";"914,3";"914,1";"2,1";"76,0";"3,5";"";"0,0"
"23/01/2022";"0800";"22,1";"22,8";"22,1";"74,0";"74,0";"70,0";"17,2";"17,2";"17,0";"915,0";"915,0";"914,3";"0,5";"28,0";"4,3";"";"0,0"
"23/01/2022";"0900";"21,8";"22,2";"21,6";"77,0";"78,0";"74,0";"17,5";"17,6";"17,2";"915,7";"915,7";"915,0";"0,5";"10,0";"2,0";"";"0,0"
"23/01/2022";"1000";"23,8";"23,8";"21,8";"69,0";"77,0";"69,0";"17,7";"17,8";"17,3";"916,0";"916,0";"915,7";"1,3";"84,0";"2,7";"96,60";"0,0"
"23/01/2022";"1100";"26,3";"27,1";"23,8";"58,0";"69,0";"57,0";"17,4";"18,6";"17,4";"916,9";"916,9";"916,0";"1,0";"53,0";"2,4";"875,00";"0,0"
"23/01/2022";"1200";"27,5";"27,5";"26,2";"57,0";"59,0";"55,0";"18,2";"18,2";"17,3";"917,0";"917,0";"916,9";"1,6";"1,0";"3,9";"1813,60";"0,0"
"23/01/2022";"1300";"28,5";"28,7";"27,4";"51,0";"57,0";"49,0";"17,2";"18,3";"16,5";"917,0";"917,1";"917,0";"2,4";"19,0";"6,2";"2531,00";"0,0"
"23/01/2022";"1400";"28,9";"29,6";"28,3";"49,0";"53,0";"47,0";"17,2";"18,2";"16,5";"916,9";"917,0";"916,9";"2,4";"356,0";"6,9";"2638,20";"0,0"
"23/01/2022";"1500";"29,3";"29,6";"28,5";"50,0";"53,0";"48,0";"17,8";"18,4";"17,2";"916,7";"916,9";"916,7";"2,3";"7,0";"5,9";"2316,80";"0,0"
"23/01/2022";"1600";"29,9";"30,7";"29,1";"46,0";"51,0";"44,0";"17,1";"18,1";"16,4";"916,3";"916,7";"916,3";"2,1";"14,0";"6,9";"2228,30";"0,0"
"23/01/2022";"1700";"31,6";"31,9";"29,8";"39,0";"47,0";"39,0";"16,0";"17,6";"15,7";"915,7";"916,3";"915,7";"2,5";"53,0";"7,6";"4081,10";"0,0"
"23/01/2022";"1800";"31,6";"31,8";"30,4";"38,0";"43,0";"37,0";"15,7";"16,8";"14,9";"914,8";"915,7";"914,8";"1,2";"42,0";"6,2";"2807,70";"0,0"
