"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"19/07/2023";"0300";"19,7";"21,5";"19,5";"64,0";"65,0";"55,0";"12,7";"13,0";"12,2";"924,0";"924,1";"923,8";"1,2";"200,0";"5,4";"";"0,0"
"19/07/2023";"0400";"19,5";"19,8";"19,3";"64,0";"64,0";"63,0";"12,4";"12,6";"12,3";"923,6";"924,0";"923,6";"0,3";"79,0";"4,4";"";"0,0"
"19/07/2023";"0500";"18,8";"19,6";"18,8";"67,0";"67,0";"63,0";"12,5";"12,6";"12,4";"923,0";"923,6";"923,0";"0,8";"180,0";"2,1";"";"0,0"
"19/07/2023";"0600";"20,6";"20,6";"18,8";"59,0";"67,0";"59,0";"12,4";"12,8";"12,3";"922,4";"923,0";"922,4";"0,8";"87,0";"2,9";"";"0,0"
"19/07/2023";"0700";"21,0";"21,3";"19,7";"59,0";"63,0";"56,0";"12,6";"12,6";"12,2";"922,2";"922,4";"922,1";"1,5";"106,0";"4,6";"";"0,0"
"19/07/2023";"0800";"20,5";"21,4";"20,5";"60,0";"60,0";"58,0";"12,3";"12,8";"12,3";"922,3";"922,3";"922,1";"1,3";"123,0";"5,1";"";"0,0"
"19/07/2023";"0900";"20,2";"20,6";"20,0";"61,0";"61,0";"59,0";"12,3";"12,4";"12,2";"922,8";"922,8";"922,3";"2,3";"117,0";"5,4";"";"0,0"
"19/07/2023";"1000";"20,8";"20,8";"19,0";"60,0";"67,0";"60,0";"12,7";"12,8";"12,3";"923,2";"923,2";"922,8";"0,8";"93,0";"5,4";"";"0,0"
"19/07/2023";"1100";"20,3";"21,3";"19,7";"63,0";"64,0";"57,0";"12,9";"13,1";"12,2";"924,3";"924,3";"923,2";"0,7";"260,0";"4,3";"136,30";"0,0"
"19/07/2023";"1200";"23,4";"23,4";"20,3";"52,0";"63,0";"52,0";"12,9";"13,1";"12,6";"924,9";"924,9";"924,3";"0,8";"54,0";"3,2";"488,70";"0,0"
"19/07/2023";"1300";"23,5";"24,9";"23,4";"52,0";"52,0";"47,0";"13,1";"13,2";"12,3";"925,7";"925,8";"924,9";"2,9";"71,0";"7,5";"1353,60";"0,0"
"19/07/2023";"1400";"26,5";"26,7";"23,5";"41,0";"52,0";"41,0";"12,3";"13,4";"12,2";"925,7";"925,9";"925,7";"2,2";"59,0";"7,8";"2080,30";"0,0"
"19/07/2023";"1500";"27,9";"28,2";"26,1";"34,0";"41,0";"33,0";"10,4";"12,4";"10,0";"925,3";"925,8";"925,3";"2,8";"61,0";"7,5";"2305,60";"0,0"
"19/07/2023";"1600";"28,4";"28,9";"27,8";"30,0";"34,0";"30,0";"9,2";"10,6";"8,9";"924,4";"925,3";"924,4";"2,4";"74,0";"6,5";"2209,90";"0,0"
"19/07/2023";"1700";"28,9";"29,8";"28,5";"28,0";"30,0";"27,0";"8,6";"9,7";"8,5";"923,5";"924,4";"923,5";"2,5";"50,0";"6,0";"2210,40";"0,0"
"19/07/2023";"1800";"29,6";"30,5";"28,9";"29,0";"29,0";"26,0";"9,5";"9,6";"8,7";"923,1";"923,5";"923,0";"1,6";"29,0";"6,6";"2049,60";"0,0"
"19/07/2023";"1900";"28,5";"29,6";"28,5";"30,0";"30,0";"28,0";"9,1";"9,5";"8,9";"923,0";"923,1";"922,9";"2,2";"349,0";"6,1";"1324,20";"0,0"
"19/07/2023";"2000";"28,1";"28,5";"27,9";"31,0";"31,0";"30,0";"9,3";"9,4";"9,0";"923,2";"923,2";"923,0";"1,9";"344,0";"5,4";"563,20";"0,0"
"19/07/2023";"2100";"27,0";"28,3";"27,0";"33,0";"33,0";"31,0";"9,5";"9,6";"9,2";"923,4";"923,4";"923,2";"0,9";"360,0";"4,2";"245,70";"0,0"
"19/07/2023";"2200";"24,8";"27,0";"24,8";"41,0";"41,0";"33,0";"10,8";"10,9";"9,4";"923,7";"923,7";"923,4";"0,0";"50,0";"2,3";"";"0,0"
"19/07/2023";"2300";"24,7";"24,8";"24,2";"43,0";"44,0";"41,0";"11,1";"11,3";"10,8";"924,2";"924,2";"923,7";"0,4";"166,0";"2,4";"";"0,0"
"20/07/2023";"0000";"24,8";"25,0";"24,4";"44,0";"44,0";"41,0";"11,7";"11,7";"10,8";"924,5";"924,5";"924,2";"1,4";"126,0";"3,3";"";"0,0"
"20/07/2023";"0100";"23,6";"24,9";"23,6";"51,0";"51,0";"44,0";"12,9";"12,9";"11,7";"925,0";"925,0";"924,5";"2,0";"126,0";"4,9";"";"0,0"
"20/07/2023";"0200";"22,6";"23,6";"22,6";"55,0";"56,0";"51,0";"13,2";"13,3";"12,9";"925,2";"925,2";"925,0";"1,8";"117,0";"5,0";"";"0,0"
"20/07/2023";"0300";"21,7";"22,7";"21,7";"58,0";"58,0";"55,0";"13,0";"13,2";"12,8";"925,1";"925,2";"925,1";"2,7";"110,0";"6,6";"";"0,0"
"20/07/2023";"0400";"21,2";"21,7";"21,2";"60,0";"60,0";"58,0";"13,2";"13,2";"13,0";"924,8";"925,2";"924,8";"3,3";"104,0";"8,5";"";"0,0"
"20/07/2023";"0500";"20,9";"21,2";"20,8";"63,0";"63,0";"60,0";"13,6";"13,6";"13,3";"924,5";"924,8";"924,5";"2,6";"95,0";"8,5";"";"0,0"
"20/07/2023";"0600";"20,8";"21,1";"20,7";"62,0";"63,0";"62,0";"13,4";"13,6";"13,4";"924,1";"924,5";"924,1";"2,2";"106,0";"6,9";"";"0,0"
"20/07/2023";"0700";"20,8";"20,9";"20,8";"66,0";"66,0";"62,0";"14,4";"14,4";"13,4";"923,8";"924,1";"923,7";"3,8";"103,0";"9,0";"";"0,0"
"20/07/2023";"0800";"20,4";"20,9";"20,4";"69,0";"69,0";"66,0";"14,5";"14,5";"14,4";"923,7";"923,8";"923,6";"3,2";"100,0";"9,5";"";"0,0"
"20/07/2023";"0900";"20,1";"20,5";"20,1";"70,0";"70,0";"68,0";"14,5";"14,5";"14,4";"924,0";"924,0";"923,7";"3,4";"95,0";"8,3";"";"0,0"
"20/07/2023";"1000";"19,5";"20,1";"19,5";"73,0";"73,0";"70,0";"14,5";"14,6";"14,5";"924,4";"924,4";"923,9";"3,1";"80,0";"8,7";"";"0,0"
"20/07/2023";"1100";"20,2";"20,2";"19,4";"71,0";"74,0";"70,0";"14,6";"14,7";"14,5";"925,4";"925,4";"924,4";"4,2";"84,0";"8,1";"172,30";"0,0"
"20/07/2023";"1200";"21,0";"21,2";"20,0";"67,0";"71,0";"67,0";"14,6";"14,9";"14,6";"926,0";"926,0";"925,4";"5,1";"88,0";"11,4";"678,50";"0,0"
"20/07/2023";"1300";"22,8";"23,2";"20,9";"58,0";"67,0";"58,0";"14,2";"14,9";"14,2";"926,5";"926,5";"926,0";"4,0";"80,0";"11,2";"1635,40";"0,0"
"20/07/2023";"1400";"24,6";"25,2";"22,7";"49,0";"59,0";"48,0";"13,3";"14,8";"13,0";"926,7";"926,8";"926,5";"3,4";"79,0";"8,5";"2151,40";"0,0"
"20/07/2023";"1500";"25,7";"26,1";"24,4";"43,0";"50,0";"43,0";"12,1";"13,8";"12,1";"926,2";"926,7";"926,2";"4,2";"74,0";"9,8";"2478,50";"0,0"
"20/07/2023";"1600";"27,2";"27,4";"25,6";"40,0";"44,0";"40,0";"12,6";"13,1";"11,9";"925,2";"926,2";"925,2";"2,7";"59,0";"9,8";"2625,00";"0,0"
"20/07/2023";"1700";"26,7";"27,4";"25,9";"40,0";"44,0";"40,0";"12,0";"12,9";"12,0";"924,3";"925,2";"924,3";"2,6";"72,0";"8,1";"1536,30";"0,0"
"20/07/2023";"1800";"26,4";"28,1";"26,1";"42,0";"42,0";"37,0";"12,5";"12,5";"11,6";"923,7";"924,3";"923,7";"2,9";"73,0";"7,5";"1392,20";"0,0"
"20/07/2023";"1900";"26,1";"27,4";"26,1";"40,0";"42,0";"38,0";"11,6";"12,5";"11,3";"923,4";"923,7";"923,4";"3,4";"98,0";"7,3";"730,10";"0,0"
"20/07/2023";"2000";"25,6";"26,1";"25,3";"44,0";"45,0";"40,0";"12,5";"12,5";"11,5";"923,5";"923,5";"923,4";"2,9";"95,0";"6,9";"245,50";"0,0"
"20/07/2023";"2100";"24,5";"25,6";"24,5";"46,0";"46,0";"44,0";"12,0";"12,5";"11,9";"923,7";"923,7";"923,5";"1,7";"80,0";"6,7";"107,80";"0,0"
"20/07/2023";"2200";"23,7";"24,5";"23,7";"48,0";"48,0";"46,0";"11,9";"12,2";"11,8";"924,0";"924,0";"923,7";"2,2";"87,0";"5,8";"";"0,0"
"20/07/2023";"2300";"22,8";"23,7";"22,8";"50,0";"50,0";"48,0";"11,9";"12,1";"11,9";"924,3";"924,3";"924,0";"1,9";"85,0";"4,7";"";"0,0"
"21/07/2023";"0000";"22,1";"22,8";"22,1";"52,0";"52,0";"50,0";"11,9";"11,9";"11,8";"924,4";"924,4";"924,3";"2,1";"86,0";"5,3";"";"0,0"
"21/07/2023";"0100";"21,9";"22,2";"21,7";"53,0";"54,0";"52,0";"11,8";"11,9";"11,8";"924,8";"924,8";"924,4";"2,4";"79,0";"5,5";"";"0,0"
"21/07/2023";"0200";"20,9";"21,9";"20,9";"56,0";"56,0";"53,0";"11,9";"11,9";"11,8";"925,1";"925,2";"924,8";"2,6";"77,0";"5,8";"";"0,0"
"21/07/2023";"0300";"20,8";"21,1";"20,7";"56,0";"57,0";"55,0";"11,6";"12,0";"11,6";"925,0";"925,1";"924,9";"2,3";"70,0";"7,2";"";"0,0"
"21/07/2023";"0400";"20,3";"20,8";"20,2";"59,0";"59,0";"56,0";"11,9";"11,9";"11,6";"924,9";"925,0";"924,8";"3,1";"95,0";"6,9";"";"0,0"
"21/07/2023";"0500";"19,8";"20,3";"19,8";"61,0";"61,0";"59,0";"12,1";"12,2";"11,9";"924,5";"924,9";"924,5";"3,3";"80,0";"8,2";"";"0,0"
"21/07/2023";"0600";"18,4";"19,8";"18,4";"68,0";"68,0";"61,0";"12,3";"12,3";"12,1";"924,4";"924,6";"924,4";"3,0";"79,0";"8,1";"";"0,0"
"21/07/2023";"0700";"18,1";"18,4";"18,0";"70,0";"70,0";"68,0";"12,6";"12,6";"12,3";"923,9";"924,4";"923,9";"2,4";"75,0";"6,6";"";"0,0"
"21/07/2023";"0800";"17,5";"18,2";"17,5";"73,0";"73,0";"70,0";"12,6";"12,7";"12,6";"924,0";"924,0";"923,9";"2,2";"73,0";"6,7";"";"0,0"
"21/07/2023";"0900";"17,2";"17,4";"17,2";"75,0";"75,0";"73,0";"12,7";"12,7";"12,6";"924,6";"924,6";"924,0";"2,9";"83,0";"7,3";"";"0,0"
"21/07/2023";"1000";"16,9";"17,3";"16,9";"77,0";"77,0";"75,0";"12,8";"12,8";"12,6";"925,1";"925,1";"924,6";"2,8";"84,0";"7,7";"";"0,0"
"21/07/2023";"1100";"17,5";"17,5";"16,8";"75,0";"77,0";"75,0";"13,0";"13,0";"12,8";"925,7";"925,7";"925,1";"3,6";"86,0";"8,4";"68,60";"0,0"
"21/07/2023";"1200";"18,7";"19,0";"17,5";"69,0";"75,0";"69,0";"13,0";"13,4";"13,0";"926,1";"926,2";"925,6";"5,5";"83,0";"11,5";"481,10";"0,0"
"21/07/2023";"1300";"21,2";"21,4";"18,7";"60,0";"70,0";"60,0";"13,1";"13,5";"12,9";"926,8";"926,8";"926,1";"5,5";"73,0";"12,5";"1671,40";"0,0"
"21/07/2023";"1400";"22,6";"22,7";"21,2";"53,0";"60,0";"53,0";"12,7";"13,2";"12,4";"926,7";"926,8";"926,6";"5,4";"75,0";"11,9";"2254,50";"0,0"
"21/07/2023";"1500";"23,8";"24,2";"22,5";"49,0";"54,0";"48,0";"12,3";"12,9";"11,9";"926,0";"926,7";"926,0";"4,5";"69,0";"11,3";"2627,30";"0,0"
"21/07/2023";"1600";"24,9";"25,1";"23,7";"44,0";"49,0";"44,0";"11,9";"12,5";"11,8";"925,2";"926,0";"925,1";"3,9";"71,0";"11,7";"2747,40";"0,0"
"21/07/2023";"1700";"25,0";"25,7";"24,5";"43,0";"45,0";"41,0";"11,6";"12,0";"11,1";"924,2";"925,2";"924,1";"4,4";"71,0";"10,0";"2644,60";"0,0"
"21/07/2023";"1800";"26,0";"26,5";"24,3";"38,0";"44,0";"38,0";"10,5";"12,0";"10,5";"923,4";"924,2";"923,4";"3,5";"66,0";"10,5";"2260,30";"0,0"
"21/07/2023";"1900";"24,9";"26,2";"24,4";"41,0";"42,0";"38,0";"10,7";"11,2";"10,4";"923,4";"923,5";"923,3";"2,9";"71,0";"9,2";"1458,00";"0,0"
"21/07/2023";"2000";"24,6";"25,6";"24,5";"42,0";"42,0";"40,0";"11,0";"11,2";"10,6";"923,2";"923,4";"923,2";"2,9";"67,0";"7,6";"1115,20";"0,0"
"21/07/2023";"2100";"23,5";"24,7";"23,5";"46,0";"46,0";"42,0";"11,2";"11,2";"10,7";"923,2";"923,3";"923,1";"2,2";"77,0";"7,2";"376,80";"0,0"
"21/07/2023";"2200";"22,2";"23,5";"22,2";"51,0";"51,0";"46,0";"11,6";"11,6";"11,1";"923,5";"923,5";"923,2";"2,2";"80,0";"5,6";"0,30";"0,0"
"21/07/2023";"2300";"21,5";"22,2";"21,5";"54,0";"54,0";"51,0";"11,9";"11,9";"11,6";"923,9";"923,9";"923,4";"2,5";"95,0";"6,8";"";"0,0"
"22/07/2023";"0000";"20,3";"21,5";"20,3";"59,0";"59,0";"54,0";"12,0";"12,1";"12,0";"924,0";"924,0";"923,9";"3,4";"90,0";"7,6";"";"0,0"
"22/07/2023";"0100";"19,5";"20,3";"19,5";"62,0";"62,0";"59,0";"12,0";"12,0";"12,0";"924,2";"924,2";"923,9";"3,1";"84,0";"7,6";"";"0,0"
"22/07/2023";"0200";"18,9";"19,5";"18,9";"63,0";"63,0";"62,0";"11,7";"12,0";"11,7";"924,3";"924,4";"924,2";"2,3";"90,0";"5,6";"";"0,0"
"22/07/2023";"0300";"18,5";"18,9";"18,5";"63,0";"63,0";"63,0";"11,3";"11,7";"11,3";"924,3";"924,4";"924,2";"2,4";"87,0";"5,6";"";"0,0"
"22/07/2023";"0400";"17,8";"18,5";"17,8";"65,0";"65,0";"63,0";"11,1";"11,4";"11,1";"924,1";"924,4";"924,1";"1,8";"81,0";"5,6";"";"0,0"
"22/07/2023";"0500";"17,7";"18,0";"17,7";"65,0";"65,0";"64,0";"11,1";"11,1";"11,1";"923,6";"924,1";"923,6";"2,3";"73,0";"5,3";"";"0,0"
"22/07/2023";"0600";"17,2";"17,7";"17,2";"68,0";"68,0";"65,0";"11,2";"11,2";"11,1";"923,2";"923,6";"923,2";"2,1";"77,0";"5,0";"";"0,0"
"22/07/2023";"0700";"16,6";"17,4";"16,6";"71,0";"71,0";"67,0";"11,2";"11,3";"11,2";"922,9";"923,2";"922,9";"2,4";"89,0";"5,6";"";"0,0"
"22/07/2023";"0800";"16,2";"16,6";"16,2";"73,0";"73,0";"71,0";"11,4";"11,4";"11,3";"923,0";"923,0";"922,8";"2,9";"87,0";"6,2";"";"0,0"
"22/07/2023";"0900";"16,1";"16,2";"16,0";"73,0";"74,0";"73,0";"11,3";"11,4";"11,3";"923,2";"923,2";"922,9";"2,6";"84,0";"6,1";"";"0,0"
"22/07/2023";"1000";"16,4";"16,4";"16,1";"72,0";"74,0";"72,0";"11,4";"11,4";"11,3";"923,7";"923,7";"923,2";"3,0";"74,0";"6,4";"";"0,0"
"22/07/2023";"1100";"16,9";"16,9";"16,3";"71,0";"73,0";"71,0";"11,7";"11,7";"11,4";"924,3";"924,3";"923,7";"3,1";"77,0";"7,5";"66,70";"0,0"
"22/07/2023";"1200";"18,8";"18,8";"16,9";"66,0";"71,0";"66,0";"12,2";"12,2";"11,7";"925,0";"925,0";"924,3";"3,5";"75,0";"7,8";"506,00";"0,0"
"22/07/2023";"1300";"20,9";"21,4";"18,8";"57,0";"66,0";"57,0";"12,1";"12,6";"12,0";"925,3";"925,4";"925,0";"3,3";"72,0";"8,6";"1689,10";"0,0"
"22/07/2023";"1400";"22,1";"22,6";"20,7";"52,0";"57,0";"51,0";"11,9";"12,4";"11,6";"925,1";"925,4";"925,1";"3,3";"67,0";"10,3";"2101,00";"0,0"
"22/07/2023";"1500";"23,1";"23,6";"21,8";"49,0";"53,0";"48,0";"11,8";"12,4";"11,5";"924,6";"925,1";"924,6";"3,9";"52,0";"10,0";"2600,50";"0,0"
"22/07/2023";"1600";"24,9";"25,3";"23,1";"41,0";"49,0";"41,0";"10,9";"12,1";"10,6";"923,8";"924,6";"923,8";"3,5";"44,0";"9,5";"2807,80";"0,0"
"22/07/2023";"1700";"26,0";"26,6";"24,4";"36,0";"42,0";"35,0";"9,8";"11,1";"9,4";"923,1";"923,8";"923,1";"2,9";"29,0";"8,2";"2868,80";"0,0"
"22/07/2023";"1800";"25,4";"26,2";"24,0";"33,0";"41,0";"33,0";"7,9";"10,5";"7,9";"922,6";"923,2";"922,6";"3,1";"26,0";"8,8";"1749,70";"0,0"
"22/07/2023";"1900";"24,4";"25,7";"24,4";"36,0";"38,0";"33,0";"8,5";"9,5";"7,7";"922,4";"922,7";"922,4";"2,6";"51,0";"8,0";"1089,70";"0,0"
"22/07/2023";"2000";"24,9";"25,3";"24,1";"37,0";"40,0";"34,0";"9,4";"9,6";"8,3";"922,3";"922,4";"922,2";"2,4";"41,0";"6,4";"933,40";"0,0"
"22/07/2023";"2100";"23,7";"24,9";"23,7";"42,0";"42,0";"37,0";"9,9";"9,9";"9,4";"922,5";"922,5";"922,3";"1,9";"32,0";"5,8";"384,10";"0,0"
"22/07/2023";"2200";"22,6";"23,7";"22,6";"46,0";"46,0";"41,0";"10,3";"10,3";"9,6";"922,7";"922,7";"922,4";"0,9";"56,0";"4,6";"1,60";"0,0"
"22/07/2023";"2300";"21,5";"22,6";"21,1";"52,0";"52,0";"46,0";"11,1";"11,1";"10,3";"923,0";"923,0";"922,7";"1,2";"73,0";"2,8";"";"0,0"
"23/07/2023";"0000";"20,8";"21,5";"20,8";"54,0";"54,0";"52,0";"11,2";"11,2";"11,0";"923,2";"923,2";"923,0";"1,8";"78,0";"3,5";"";"0,0"
"23/07/2023";"0100";"19,9";"20,8";"19,9";"58,0";"58,0";"54,0";"11,3";"11,3";"11,1";"923,6";"923,6";"923,2";"1,2";"73,0";"3,4";"";"0,0"
"23/07/2023";"0200";"19,1";"19,9";"19,1";"61,0";"61,0";"58,0";"11,4";"11,4";"11,3";"923,7";"923,8";"923,6";"0,9";"62,0";"3,0";"";"0,0"
"23/07/2023";"0300";"18,8";"19,4";"18,7";"63,0";"63,0";"60,0";"11,5";"11,6";"11,4";"923,8";"923,8";"923,7";"1,4";"65,0";"3,9";"";"0,0"
"23/07/2023";"0400";"18,6";"18,9";"18,5";"63,0";"63,0";"62,0";"11,4";"11,5";"11,4";"923,6";"923,8";"923,6";"1,8";"65,0";"4,2";"";"0,0"
"23/07/2023";"0500";"17,9";"18,6";"17,9";"64,0";"65,0";"63,0";"11,0";"11,4";"11,0";"923,3";"923,6";"923,3";"1,4";"51,0";"5,0";"";"0,0"
"23/07/2023";"0600";"17,6";"17,9";"17,4";"64,0";"66,0";"64,0";"10,7";"11,1";"10,7";"922,9";"923,3";"922,9";"1,0";"52,0";"5,0";"";"0,0"
"23/07/2023";"0700";"18,0";"18,2";"17,6";"61,0";"64,0";"60,0";"10,3";"10,7";"10,3";"922,5";"922,9";"922,5";"1,7";"79,0";"4,6";"";"0,0"
"23/07/2023";"0800";"17,7";"18,0";"17,7";"62,0";"62,0";"61,0";"10,2";"10,3";"10,2";"922,6";"922,6";"922,5";"2,7";"80,0";"6,1";"";"0,0"
"23/07/2023";"0900";"17,2";"17,7";"17,2";"63,0";"63,0";"62,0";"10,2";"10,2";"10,1";"922,8";"922,8";"922,6";"2,4";"85,0";"6,1";"";"0,0"
"23/07/2023";"1000";"17,0";"17,2";"16,7";"64,0";"65,0";"63,0";"10,0";"10,2";"10,0";"923,4";"923,4";"922,8";"1,7";"57,0";"5,3";"";"0,0"
"23/07/2023";"1100";"17,9";"17,9";"16,7";"61,0";"65,0";"61,0";"10,2";"10,2";"10,0";"924,1";"924,1";"923,4";"1,8";"58,0";"6,0";"71,40";"0,0"
"23/07/2023";"1200";"19,8";"19,8";"17,9";"55,0";"61,0";"55,0";"10,5";"10,5";"10,0";"925,0";"925,0";"924,1";"2,7";"61,0";"8,4";"526,50";"0,0"
"23/07/2023";"1300";"21,3";"21,7";"19,8";"49,0";"55,0";"48,0";"10,1";"10,7";"10,1";"925,6";"925,6";"925,0";"3,0";"39,0";"8,7";"1709,90";"0,0"
"23/07/2023";"1400";"23,7";"24,0";"21,3";"42,0";"49,0";"41,0";"9,9";"10,6";"9,7";"925,8";"925,9";"925,6";"2,1";"69,0";"7,8";"2298,20";"0,0"
"23/07/2023";"1500";"25,2";"25,3";"23,4";"36,0";"42,0";"36,0";"9,2";"10,3";"8,7";"925,5";"925,8";"925,4";"2,9";"76,0";"7,9";"2663,90";"0,0"
"23/07/2023";"1600";"26,4";"26,4";"24,8";"31,0";"36,0";"30,0";"7,7";"9,2";"7,2";"924,8";"925,5";"924,8";"2,8";"97,0";"8,3";"2803,00";"0,0"
"23/07/2023";"1700";"27,4";"27,5";"25,5";"27,0";"32,0";"27,0";"6,5";"8,1";"6,4";"924,1";"924,8";"924,1";"3,1";"53,0";"7,9";"2665,50";"0,0"
"23/07/2023";"1800";"26,7";"27,7";"26,2";"27,0";"28,0";"25,0";"6,0";"6,6";"5,5";"923,4";"924,1";"923,4";"2,9";"104,0";"7,1";"2235,30";"0,0"
